datetime,date,account_type,category,type,asset_class,name,symbol,shares,price,amount,fee,tax,currency,original_amount,original_currency,fx_rate,description,transaction_id,counterparty_name,counterparty_iban,payment_reference,mcc_code
2026-01-01T12:41:13.201065Z,2026-01-01,DEFAULT,CASH,DIVIDEND,STOCK,Sixth Street Specialty,US83012A1097,244.3487130000,,95.600000,,-24.43,EUR,112.40,USD,0.850557,Cash Dividend for ISIN US83012A1097,019b7993-92f1-7d64-942b-1410e0f32d25,,,,
2026-01-01T00:31:59.052914Z,2026-01-01,DEFAULT,CASH,BENEFITS_SAVEBACK,,,,,,15.000000,,,EUR,,,, Saveback cash reward b6ecb76c-83f8-4475-9822-b1568bf80782 for reservation: e7476b2a-f7ee-4c34-b9c7-7586d51f5dac,019b76f7-f04c-75bf-aa55-5a21373131fb,,,,
2026-01-01T12:39:50.523654Z,2026-01-01,DEFAULT,CASH,DIVIDEND,STOCK,Gladstone Commercial,US3765361080,486.2158440000,,41.350000,,-10.56,EUR,48.62,USD,0.850557,Cash Dividend for ISIN US3765361080,019b7992-4ffb-73fd-b3ca-3e832536a557,,,,
2026-01-01T12:41:07.403375Z,2026-01-01,DEFAULT,CASH,DIVIDEND,STOCK,Gladstone Capital,US3765358789,179.0729520000,,22.850000,,-5.84,EUR,26.86,USD,0.850557,Cash Dividend for ISIN US3765358789,019b7993-7c4b-7073-94f4-d6aa2d24dbd3,,,,
2026-01-01T07:00:41.993775Z,2026-01-01,DEFAULT,CASH,INTEREST_PAYMENT,,,,,,10.580000,,,EUR,,,,Interest payment for payout collection 019b77ec-d453-780e-9876-ce759be5b2bc,019b785b-d189-716f-b7a9-a8e0415d0188,,,,
2026-01-02T09:05:50.754Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Allianz,DE0008404005,0.2926950000,392.9000000000,-115.00,,,EUR,,,,"Savings plan execution DE0008404005 ALLIANZ AG VNA O.N., quantity: 0.292695",1724711a-f50c-49c3-a0e6-dc124c4efc96,,,,
2026-01-02T09:22:35.726Z,2026-01-02,DEFAULT,TRADING,BUY,FUND,US Equity Premium Income (Dist),IE000U5MJOZ6,2.1012950000,21.2250000000,-44.60,,,EUR,,,,"Savings plan execution IE000U5MJOZ6 JPMorgan ETFs (Ireland) ICAV - US Equity Premium Income Active UCITS ETF USD (dist), quantity: 2.101295",e303862d-a9a2-42ab-b4df-bba23b231c62,,,,
2026-01-02T09:22:36.221Z,2026-01-02,DEFAULT,TRADING,BUY,FUND,US Equity Premium Income (Dist),IE000U5MJOZ6,6.2661950000,21.2250000000,-133.00,,,EUR,,,,"Savings plan execution IE000U5MJOZ6 JPMorgan ETFs (Ireland) ICAV - US Equity Premium Income Active UCITS ETF USD (dist), quantity: 6.266195",835180d6-4a6d-4b19-876b-12727687c6b1,,,,
2026-01-02T09:28:54.485Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Deutsche Post,DE0005552004,2.4593660000,46.7600000000,-115.00,,,EUR,,,,"Savings plan execution DE0005552004 DEUTSCHE POST AG NA O.N., quantity: 2.459366",95838697-9170-4d54-aa45-1dbbfbcc4f54,,,,
2026-01-02T13:47:27.712019Z,2026-01-02,DEFAULT,CASH,TRANSFER_INBOUND,,,,,,14.720000,,,EUR,,,,Incoming transfer from Scalable Capital Bank GmbH (DE86700700100922050000),019b7ef6-9460-7f2d-a4a1-5366ad0b544f,,,,
2026-01-02T10:15:37.110797Z,2026-01-02,DEFAULT,CASH,TRANSFER_OUTBOUND,,,,,,-353.750000,,,EUR,,,,Outgoing transfer for Jens Spitzner (DE47120300001058893676),019b7e34-a196-742f-9d79-3e8d5d2cad11,,,,
2026-01-02T09:27:16.175719Z,2026-01-02,DEFAULT,CASH,DIVIDEND,STOCK,Crown Castle,US22822V1017,45.6932410000,,41.290000,,-10.55,EUR,48.54,USD,0.850557,Cash Dividend for ISIN US22822V1017,019b7e08-5dcf-7650-bfd6-2f9b89320fca,,,,
2026-01-02T08:09:22.364154Z,2026-01-02,DEFAULT,CASH,TRANSFER_DIRECT_DEBIT_INBOUND,,,,,,-31.500000,,,EUR,,,,Sepa Direct Debit transfer to AGILA Haustierversicherung AG (DE26250400660450912100),019b7dc1-0cbc-7062-b848-f7b2fe1c672d,,,,
2026-01-02T07:29:29.787057Z,2026-01-02,DEFAULT,CASH,CARD_TRANSACTION,,EVERSPORTS* AIRFITNESS,,,,-42.900000,,,EUR,,,,EVERSPORTS* AIRFITNESSnull,019b7d9c-8abb-7a53-848c-1375c2b6896c,,,,5734
2026-01-02T15:41:37.474Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Enbridge,CA29250N1050,3.0560690000,40.5750000000,-124.00,,,EUR,,,,"Savings plan execution CA29250N1050 ENBRIDGE INC., quantity: 3.056069",fed0976d-2d83-45dd-9e12-4b89f8c081b7,,,,
2026-01-02T15:49:05.412Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Altria Group,US02209S1033,3.4663110000,48.7550000000,-169.00,,,EUR,,,,"Savings plan execution US02209S1033 ALTRIA GROUP INC., quantity: 3.466311",e4793a18-420d-4306-ae38-a31b50b89fd2,,,,
2026-01-02T16:28:04.636Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,General Mills,US3703341046,3.0198330000,39.0750000000,-118.00,,,EUR,,,,"Savings plan execution US3703341046 GENL MILLS        DL -,10, quantity: 3.019833",f84c57b3-627e-4e0f-a0fb-bd8273199389,,,,
2026-01-02T16:52:01.732Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Hormel Foods,US4404521001,6.1061060000,19.9800000000,-122.00,,,EUR,,,,"Savings plan execution US4404521001 HORMEL FOODS CORP, quantity: 6.106106",3695da35-087e-4a41-a3b5-0470a6bec4b3,,,,
2026-01-02T17:19:04.187Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Gladstone Capital,US3765358789,12.4153490000,17.7200000000,-220.00,,,EUR,,,,"Savings plan execution US3765358789 GLADSTONE CAP CORP. NEW, quantity: 12.415349",c93a82ef-ee57-4c1f-8985-0ed5b164440b,,,,
2026-01-02T17:44:41.299Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Verizon Communications,US92343V1044,3.9379130000,34.7900000000,-137.00,,,EUR,,,,"Savings plan execution US92343V1044 VERIZON COMM. INC. DL-,10, quantity: 3.937913",e1fa6d81-2fd3-42f7-8839-6544aa67cd67,,,,
2026-01-02T17:59:04.023Z,2026-01-02,DEFAULT,TRADING,BUY,FUND,Nasdaq Equity Premium Income Active USD (Dist),IE000U9J8HX9,8.2469680000,22.6750000000,-187.00,,,EUR,,,,"Savings plan execution IE000U9J8HX9 JPMorgan ETFs (Ireland) ICAV - Nasdaq Equity Premium Income Active UCITS ETF USD (dist), quantity: 8.246968",c03322b1-179d-416b-bb2e-ed22bba69388,,,,
2026-01-02T18:00:58.725Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Omega Healthcare Investors,US6819361006,2.9318540000,37.8600000000,-111.00,,,EUR,,,,"Savings plan execution US6819361006 OMEGA HEALTHC. INV. DL-10, quantity: 2.931854",47fa8055-f284-41a4-9f58-9217763bea1e,,,,
2026-01-02T18:12:00.030Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Realty Income,US7561091049,2.5358550000,48.1100000000,-122.00,,,EUR,,,,"Savings plan execution US7561091049 REALTY INC. CORP.    DL 1, quantity: 2.535855",b2a71d43-19a5-489d-97f4-50db465a3a30,,,,
2026-01-02T18:12:07.363Z,2026-01-02,DEFAULT,TRADING,BUY,FUND,World Equity High Income USD (Dist),IE000KJPDY61,36.6345850000,4.8315000000,-177.00,,,EUR,,,,"Savings plan execution IE000KJPDY61 iShares World Equity High Income Active UCITS ETF -, quantity: 36.634585",34553848-d276-47f7-91f8-01e0ebab0183,,,,
2026-01-02T18:13:37.606Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,EPR Properties REIT,US26884U1097,4.5079060000,42.3700000000,-191.00,,,EUR,,,,"Savings plan execution US26884U1097 EPR PROPERTIES    DL -,01, quantity: 4.507906",9d8d9a2d-2b87-479f-bc11-30fd64438a0c,,,,
2026-01-02T18:16:40.789Z,2026-01-02,DEFAULT,TRADING,BUY,FUND,Global Equity Premium Income USD (Dist),IE0003UVYC20,6.4290400000,22.8650000000,-147.00,,,EUR,,,,"Savings plan execution IE0003UVYC20 JPMorgan ETFs (Ireland) ICAV - Global Equity Premium Income Active UCITS ETF USD (dist), quantity: 6.429040",b5253e49-ce75-402f-a13d-9451342e9825,,,,
2026-01-02T18:17:22.114Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Vici Properties,US9256521090,6.7142250000,23.8300000000,-160.00,,,EUR,,,,"Savings plan execution US9256521090 VICI PROPERTIES   DL -,01, quantity: 6.714225",21513a86-2c73-4c8b-9da4-9b6de5855cc1,,,,
2026-01-02T18:20:30.697Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,British American Tobacco,GB0002875804,2.6086950000,48.3000000000,-126.00,,,EUR,,,,"Savings plan execution GB0002875804 BRIT AM TOBACCO, quantity: 2.608695",f74d0771-272d-4dd8-8aad-958bf64e4335,,,,
2026-01-02T18:23:46.133Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Ares Capital,US04010L1035,12.3335260000,17.2700000000,-213.00,,,EUR,,,,"Savings plan execution US04010L1035 ARES CAPITAL CORP., quantity: 12.333526",e37ecfdf-d7be-4f9d-8521-6facff7efca0,,,,
2026-01-02T18:25:59.015Z,2026-01-02,DEFAULT,TRADING,BUY,STOCK,Main Street Capital,US56035L1044,3.8793930000,52.0700000000,-202.00,,,EUR,,,,"Savings plan execution US56035L1044 MAIN STREET CAP.CP.DL-,01, quantity: 3.879393",269cc10f-76d5-4faa-b236-863072973362,,,,
