datetime,date,account_type,category,type,asset_class,name,symbol,shares,price,amount,fee,tax,currency,original_amount,original_currency,fx_rate,description,transaction_id,counterparty_name,counterparty_iban,payment_reference,mcc_code
2026-04-01T06:57:01.534635Z,2026-04-01,DEFAULT,CASH,TRANSFER_DIRECT_DEBIT_INBOUND,,,,,,-31.500000,,,EUR,,,,Sepa Direct Debit transfer to AGILA Haustierversicherung AG (DE26250400660450912100),019d47d4-cc5e-73b1-8f34-c685bddf66f5,,,,
2026-03-31T23:52:07.169494Z,2026-04-01,DEFAULT,CASH,BENEFITS_SAVEBACK,,,,,,15.000000,,,EUR,,,, Saveback cash reward cc1a4259-2ab2-4dc3-8fd1-58867f5a98c7 for reservation: c118b03b-9a0b-4d30-9f1b-cc5e4532f4ad,019d464f-c901-77e4-90af-024dac268652,,,,
2026-04-01T04:54:20.450223Z,2026-04-01,DEFAULT,CASH,INTEREST_PAYMENT,,,,,,9.650000,,,EUR,,,,Interest payment for payout collection 019d46d3-46cb-7c9e-884a-a460afa42c61,019d4764-7a22-72b3-aed1-06fab9f868d0,,,,
2026-04-01T12:18:46.971750Z,2026-04-01,DEFAULT,CASH,CARD_TRANSACTION,,EVERSPORTS* AIRFITNESS,,,,-42.900000,,,EUR,,,,EVERSPORTS* AIRFITNESS,019d48fb-603b-7a74-8ceb-b3e6534104c7,,,,5734
2026-04-01T16:29:18.783252Z,2026-04-01,DEFAULT,CASH,DIVIDEND,STOCK,Coca-Cola,US1912161007,114.4875180000,,52.770000,,-7.91,EUR,60.67,USD,0.869716,Cash Dividend for ISIN US1912161007,019d49e0-be3f-756f-bca1-37cb1a2d544a,,,,
2026-04-02T07:26:13.590227Z,2026-04-01,DEFAULT,CASH,DIVIDEND,STOCK,Digital Realty Trust,US2538681030,42.5612400000,,45.210000,,-6.78,EUR,51.92,USD,0.870777,Cash Dividend for ISIN US2538681030,019d4d15-e456-71c0-ad0c-f680f16fca26,,,,
2026-04-01T09:59:08.699908Z,2026-04-01,DEFAULT,CASH,CARD_TRANSACTION,,AMAZON,,,,-37.990000,,,EUR,,,,AMAZON* NB5SF8ZG4,019d487b-889b-7aae-b0a0-36565aa08ade,,,,5999
2026-04-02T06:40:53.635Z,2026-04-02,DEFAULT,TRADING,BUY,CRYPTO,Ethereum,ETH,0.0163850000,1830.9000000000,-30.00,,,EUR,,,,"Savings plan execution XF000ETH0019 Ethereum, quantity: 0.016385",08d8b898-e777-4a25-8e17-bcd22ec7a405,,,,
2026-04-02T06:42:43.727Z,2026-04-02,DEFAULT,TRADING,BUY,CRYPTO,XRP,XRP,17.0093190000,1.1758260000,-20.00,,,EUR,,,,"Savings plan execution XF000XRP0018 XRP, quantity: 17.009319",259a85f1-2241-4ad5-85a7-47fe560d856a,,,,
2026-04-02T06:46:19.428Z,2026-04-02,DEFAULT,TRADING,BUY,CRYPTO,Bitcoin,BTC,0.0005030000,59619.2200000000,-29.99,,,EUR,,,,"Savings plan execution XF000BTC0017 Bitcoin, quantity: 0.000503",a9fbe174-8628-4a29-b92e-924a3f78f182,,,,
2026-04-02T06:52:19.831375Z,2026-04-02,DEFAULT,CASH,DIVIDEND,FUND,FTSE Developed Europe EUR (Dist),IE00B945VV12,28.9473690000,,5.250000,,,EUR,,,,Cash Dividend for ISIN IE00B945VV12,019d4cf6-dbf7-700d-9552-a06b33be3338,,,,
2026-04-02T08:01:50.202Z,2026-04-02,DEFAULT,TRADING,BUY,STOCK,Allianz,DE0008404005,0.4915340000,366.2000000000,-180.00,,,EUR,,,,"Savings plan execution DE0008404005 ALLIANZ AG VNA O.N., quantity: 0.491534",3d499e79-64d7-45b8-96ab-8e5540c3e300,,,,
2026-04-02T08:05:44.870Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,Global Quality Dividends USD (Dist),IE0005AJA0P1,12.3706700000,8.8920000000,-110.00,,,EUR,,,,"Savings plan execution IE0005AJA0P1 Legal & General UCITS ETF Plc - L&G Global Quality Dividends UCITS ETF USD Distributing ETF, quantity: 12.370670",644d2ee0-c9f4-4525-85e7-4c00c4bd20a1,,,,
2026-04-02T08:24:23.048Z,2026-04-02,DEFAULT,TRADING,BUY,STOCK,Münchener Rück,DE0008430026,0.3692760000,541.6000000000,-200.00,,,EUR,,,,"Savings plan execution DE0008430026 MUENCH.RUECKVERS.VNA O.N., quantity: 0.369276",55326770-142e-44c0-94ac-f78c76fb1a42,,,,
2026-04-02T08:27:43.236Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,US Equity Premium Income (Dist),IE000U5MJOZ6,5.2219320000,21.0650000000,-110.00,,,EUR,,,,"Savings plan execution IE000U5MJOZ6 JPMorgan ETFs (Ireland) ICAV - US Equity Premium Income Active UCITS ETF USD (dist), quantity: 5.221932",9f2daa77-1aba-4ffe-b33b-5129ead85064,,,,
2026-04-02T08:28:24.111Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,€ Ultrashort Bond EUR (Acc),IE000RHYOR04,4.5035300000,5.5512000000,-25.00,,,EUR,,,,"Savings plan execution IE000RHYOR04 iShares IV plc - iShares € Ultrashort Bond UCITS ETF EUR (Acc), quantity: 4.503530",70236262-46d2-4d19-ac58-c67248cee350,,,,
2026-04-02T08:32:19.781Z,2026-04-02,DEFAULT,TRADING,BUY,STOCK,Deutsche Post,DE0005552004,3.9284150000,45.8200000000,-180.00,,,EUR,,,,"Savings plan execution DE0005552004 DEUTSCHE POST AG NA O.N., quantity: 3.928415",124840c4-db2e-466f-978e-2ae6595a0ac8,,,,
2026-04-02T08:41:02.479Z,2026-04-02,DEFAULT,TRADING,BUY,STOCK,Unilever,GB00BVZK7T90,2.2807380000,48.2300000000,-110.00,,,EUR,,,,"Savings plan execution GB00BVZK7T90 UNILEVER PLCLS -,035, quantity: 2.280738",de0be791-6557-4161-a21b-d0ef35231f76,,,,
2026-04-02T10:35:07.286Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,FTSE Emerging Markets USD (Dist),IE00B3VVMM84,0.2337170000,64.1800000000,-15.00,,,EUR,,,,"Savings plan execution IE00B3VVMM84 Vanguard Funds PLC - Vanguard FTSE Emerging Markets UCITS ETF (USD) Distributing, quantity: 0.233717",8fb2f7aa-e3f7-4b20-a00c-d47eed9b9aa2,,,,
2026-04-02T10:35:07.367Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,FTSE Emerging Markets USD (Dist),IE00B3VVMM84,2.1813640000,64.1800000000,-140.00,,,EUR,,,,"Savings plan execution IE00B3VVMM84 Vanguard Funds PLC - Vanguard FTSE Emerging Markets UCITS ETF (USD) Distributing, quantity: 2.181364",296defed-25ad-4cc5-8e84-d666fe3c8854,,,,
2026-04-02T10:48:44.747Z,2026-04-02,DEFAULT,TRADING,BUY,CRYPTO,Solana,SOL,0.2836180000,70.5172000000,-20.00,,,EUR,,,,"Savings plan execution XF000SOL0012 Solana, quantity: 0.283618",315efdb2-cdc5-41de-9cea-ffb2dd1aee92,,,,
2026-04-02T11:28:53.424Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,FTSE Developed Europe EUR (Dist),IE00B945VV12,2.1282190000,45.6250000000,-97.10,,,EUR,,,,"Savings plan execution IE00B945VV12 Vanguard Funds PLC - Vanguard FTSE Developed Europe UCITS ETF (EUR) Distributing, quantity: 2.128219",7ace500d-1082-4514-b24d-5680a09ffb3e,,,,
2026-04-02T11:28:54.425Z,2026-04-02,DEFAULT,TRADING,BUY,FUND,FTSE Developed Europe EUR (Dist),IE00B945VV12,3.0684930000,45.6250000000,-140.00,,,EUR,,,,"Savings plan execution IE00B945VV12 Vanguard Funds PLC - Vanguard FTSE Developed Europe UCITS ETF (EUR) Distributing, quantity: 3.068493",0092e687-2f67-4839-b235-3dd2779b7371,,,,
